Term,DEEP_UND,STIM_INT,TECH_EFF,ACC_SUP,EFFORT,GRAD_STAND,RECC,RESP,FULL_NAME
Fall 2021,5.56,5.32,5.46,5.32,5.2,5.46,5.43,41,STAT 4052
Spr 2022,5.15,4.91,4.97,5.13,5.24,5.21,4.94,33,STAT 4052
Fall 2022,5.55,5.34,5.53,5.5,5.47,5.51,5.51,38,STAT 4052
Spr 2023,5.5,5.0,5.25,5.0,5.0,5.5,5.25,4,STAT 4052
Fall 2020,5.33,4.94,5.08,5.2,5.08,5.12,5.23,52,STAT 4101
Spr 2021,4.55,4.48,4.57,4.65,4.87,5.36,4.26,23,STAT 4101
Sum 2021,5.21,4.93,5.07,5.14,5.43,5.14,5.21,14,STAT 4101
Fall 2021,4.93,4.69,4.77,5.16,4.78,5.11,4.89,27,STAT 4101
Spr 2022,5.17,4.89,5.06,5.06,5.28,5.0,4.89,18,STAT 4101
Sum 2022,5.5,5.08,5.17,5.33,5.17,5.75,5.09,12,STAT 4101
Fall 2022,4.82,4.14,5.0,4.91,5.05,5.23,4.5,22,STAT 4101
Spr 2023,5.92,5.75,5.0,5.75,5.58,5.75,5.75,12,STAT 4101
Sum 2023,6.0,5.78,6.0,5.78,6.0,6.0,6.0,9,STAT 4101
Fall 2020,4.62,4.33,4.31,4.08,4.54,4.85,4.38,13,STAT 4102
Spr 2021,5.48,4.91,5.3,5.22,5.35,5.35,5.22,24,STAT 4102
Fall 2021,4.88,4.71,5.53,4.82,4.82,5.24,4.94,17,STAT 4102
Spr 2022,5.07,4.74,5.25,5.07,5.17,5.24,4.97,29,STAT 4102
Fall 2022,5.57,5.36,5.64,5.64,5.57,5.79,5.36,14,STAT 4102
Spr 2023,5.3,4.9,5.56,5.56,5.5,5.3,5.0,10,STAT 4102
Fall 2020,5.0,4.91,4.81,4.9,4.82,5.1,4.82,22,STAT 5021
Spr 2021,5.4,5.13,4.93,5.0,5.21,5.2,5.33,15,STAT 5021
Sum 2021,5.67,5.67,4.67,5.33,5.0,5.33,5.33,3,STAT 5021
Fall 2021,5.25,4.75,5.25,5.0,5.0,5.25,5.0,4,STAT 5021
Spr 2022,5.67,5.33,5.5,5.67,5.5,6.0,5.5,6,STAT 5021
Sum 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,STAT 5021
Fall 2022,5.09,4.45,5.64,5.18,4.27,4.55,4.27,11,STAT 5021
Spr 2023,5.38,4.75,5.63,5.0,5.25,4.88,4.88,8,STAT 5021
Sum 2023,5.67,5.33,5.67,5.67,4.33,4.67,5.33,3,STAT 5021
Spr 2021,4.2,4.2,3.2,3.6,4.6,3.2,3.4,5,STAT 5052
Spr 2022,5.33,5.67,5.67,5.33,5.33,5.0,4.33,3,STAT 5052
Spr 2023,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,STAT 5052
Fall 2020,5.15,4.73,5.03,5.01,4.99,5.19,4.79,75,STAT 5101
Spr 2021,5.13,4.48,5.19,5.16,4.92,4.9,4.81,52,STAT 5101
Sum 2021,5.63,5.25,5.25,5.25,5.5,5.5,5.0,8,STAT 5101
Fall 2021,4.91,4.29,4.58,4.59,4.52,4.66,4.31,81,STAT 5101
Spr 2022,5.14,4.32,4.14,4.62,4.5,4.55,4.32,22,STAT 5101
Sum 2022,5.57,5.29,5.57,5.57,5.43,5.71,5.67,7,STAT 5101
Fall 2022,5.3,5.07,5.48,5.15,5.3,5.44,5.04,27,STAT 5101
Spr 2023,5.07,4.69,5.21,5.0,5.31,5.75,4.88,16,STAT 5101
Sum 2023,5.57,5.43,5.57,5.64,5.64,5.64,5.64,14,STAT 5101
Fall 2020,5.12,4.93,5.0,4.98,5.28,5.51,4.92,60,STAT 5102
Spr 2021,4.73,4.53,5.07,4.71,4.8,4.64,4.66,59,STAT 5102
Fall 2021,5.32,4.92,5.42,5.35,5.46,5.64,5.08,26,STAT 5102
Spr 2022,5.04,4.7,5.09,4.96,5.22,5.22,5.0,23,STAT 5102
Fall 2022,5.44,5.0,5.21,5.18,5.31,5.26,5.05,40,STAT 5102
Spr 2023,5.03,4.5,5.0,4.86,5.03,5.0,4.44,36,STAT 5102
Fall 2020,5.29,5.02,5.12,4.9,5.26,5.3,5.14,43,STAT 5302
Spr 2021,5.0,4.54,5.0,5.15,5.08,4.58,5.0,13,STAT 5302
Fall 2021,5.0,4.53,5.07,5.07,5.07,4.93,4.2,15,STAT 5302
Fall 2022,5.13,5.0,5.33,5.27,5.07,5.0,4.73,15,STAT 5302
Spr 2023,4.89,4.78,4.44,5.11,5.11,4.89,5.0,9,STAT 5302
Fall 2020,5.21,4.86,4.93,5.0,4.33,4.91,4.81,44,STAT 5303
Spr 2021,4.83,4.24,5.17,5.07,4.79,5.07,4.48,29,STAT 5303
Spr 2022,5.35,4.85,5.25,4.87,4.56,4.87,4.77,48,STAT 5303
Spr 2023,4.73,4.38,4.77,4.77,4.0,3.92,4.17,15,STAT 5303
Spr 2021,5.28,5.06,5.35,5.28,5.39,5.28,5.06,18,STAT 5401
Spr 2022,5.29,4.64,5.64,5.29,5.57,5.29,5.29,14,STAT 5401
Spr 2023,5.6,5.67,5.6,5.8,5.7,5.5,5.7,10,STAT 5401
Fall 2020,3.05,3.05,3.88,3.16,3.47,3.32,2.79,19,STAT 5421
Fall 2021,3.88,3.76,4.41,4.06,4.29,4.65,4.18,18,STAT 5421
Fall 2022,2.33,2.0,2.33,2.17,3.0,1.5,1.67,6,STAT 5421
Spr 2021,4.24,4.14,3.62,3.75,3.76,3.0,3.3,21,STAT 5511
Fall 2021,5.2,4.87,4.87,5.0,5.07,5.53,5.0,16,STAT 5511
Fall 2022,4.75,4.63,4.75,4.88,4.88,4.63,4.63,8,STAT 5511
Spr 2021,5.44,5.29,5.56,5.33,5.39,5.17,5.22,18,STAT 5601
Spr 2022,5.75,5.67,5.67,5.58,5.58,5.5,5.58,12,STAT 5601
Spr 2023,5.75,5.63,5.88,5.63,5.88,5.75,5.88,8,STAT 5601
Fall 2020,5.85,5.54,5.77,5.62,5.31,5.62,5.62,13,STAT 5701
Fall 2021,6.0,6.0,5.78,5.67,5.67,6.0,5.89,9,STAT 5701
Fall 2022,6.0,5.5,5.5,5.5,6.0,6.0,6.0,2,STAT 5701
Fall 2020,5.17,4.17,5.33,5.17,4.83,4.0,4.33,6,STAT 5731
Fall 2021,5.83,5.67,5.83,6.0,5.33,5.33,5.83,6,STAT 5731
Fall 2022,6.0,5.67,6.0,6.0,5.67,5.33,5.67,3,STAT 5731
Fall 2020,4.32,3.84,4.52,4.33,4.28,4.6,4.0,25,STAT 8051
Fall 2021,4.78,4.67,5.22,5.11,4.56,5.11,4.78,9,STAT 8051
Fall 2022,5.83,5.83,5.83,5.92,5.92,5.83,5.92,12,STAT 8051
Spr 2021,5.7,5.0,5.67,5.3,4.8,5.2,5.2,10,STAT 8052
Spr 2022,5.63,5.38,5.25,5.38,4.5,5.5,4.71,8,STAT 8052
Spr 2023,5.73,5.55,5.73,5.82,5.27,5.91,5.45,11,STAT 8052
Fall 2020,5.56,5.89,5.56,5.56,5.56,5.78,5.78,9,STAT 8053
Fall 2021,5.75,5.38,5.88,5.88,5.5,5.75,5.38,8,STAT 8053
Fall 2022,6.0,6.0,6.0,6.0,5.6,6.0,6.0,5,STAT 8053
Spr 2021,4.0,5.0,5.0,5.5,5.5,6.0,5.5,2,STAT 8054
Spr 2022,5.5,5.0,5.5,6.0,6.0,5.0,5.0,2,STAT 8054
Spr 2023,6.0,6.0,6.0,6.0,5.67,5.0,5.0,3,STAT 8054
Spr 2021,5.57,5.71,5.86,5.71,5.86,5.86,5.86,7,STAT 8056
Spr 2022,6.0,6.0,5.75,5.5,5.75,5.5,5.75,4,STAT 8056
Spr 2023,6.0,6.0,6.0,6.0,6.0,5.0,6.0,3,STAT 8056
Fall 2020,5.35,5.18,5.29,5.41,5.41,5.41,5.53,17,STAT 8101
Fall 2021,5.38,5.13,5.31,5.07,4.56,5.13,5.13,16,STAT 8101
Fall 2022,5.5,5.25,5.25,4.91,4.92,5.08,4.75,12,STAT 8101
Spr 2021,5.45,4.45,4.85,4.89,4.05,5.25,5.06,20,STAT 8102
Spr 2022,5.15,4.38,5.46,4.67,4.15,4.75,4.54,13,STAT 8102
Spr 2023,5.58,5.33,5.5,5.36,5.33,5.33,5.42,12,STAT 8102
Fall 2020,5.5,5.5,5.25,5.0,5.25,5.75,5.5,4,STAT 8111
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3,STAT 8111
Fall 2022,5.83,5.67,5.33,5.67,5.67,5.83,5.5,6,STAT 8111
Spr 2021,5.0,5.0,5.33,4.67,5.0,5.33,5.33,3,STAT 8112
Spr 2022,6.0,6.0,6.0,6.0,6.0,5.5,6.0,4,STAT 8112
Spr 2023,6.0,6.0,5.8,6.0,5.8,6.0,6.0,5,STAT 8112
Fall 2020,5.5,5.5,5.5,5.5,5.5,5.5,5.5,2,STAT 8311
Fall 2021,3.75,3.75,4.5,3.75,4.0,5.0,3.5,4,STAT 8311
Fall 2022,5.25,5.25,5.5,5.5,5.5,5.75,4.75,4,STAT 8311
Spr 2021,5.33,5.33,5.17,5.6,5.5,5.33,5.17,6,STAT 8801
Spr 2022,4.0,3.9,4.8,4.2,4.0,3.8,3.8,10,STAT 8801
Spr 2023,3.6,3.2,3.0,3.0,3.0,3.0,2.6,5,STAT 8801
Fall 2022,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,STAT 8821
Fall 2020,5.55,5.27,5.73,5.64,5.73,5.9,5.64,11,STAT 8913
Spr 2021,5.83,5.57,5.88,5.75,5.75,5.75,5.75,8,STAT 8913
Fall 2021,4.75,4.67,4.83,5.0,5.0,4.67,4.83,6,STAT 8913
Spr 2022,5.33,5.33,5.33,5.67,5.67,5.67,5.67,3,STAT 8913
Fall 2022,5.2,5.2,5.6,5.8,5.8,5.8,5.2,5,STAT 8913
Spr 2023,6.0,6.0,6.0,6.0,6.0,5.5,6.0,5,STAT 8913
Fall 2020,3.3,3.4,3.1,2.7,4.0,4.5,2.56,10,STAT 8931
Spr 2021,5.86,5.86,5.86,5.86,5.86,5.86,5.71,7,STAT 8931
Spr 2022,5.0,5.0,5.0,5.0,5.0,,5.0,1,STAT 8931
Fall 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,STAT 8931
Spr 2023,5.43,5.67,5.83,5.83,6.0,6.0,6.0,7,STAT 8931
Spr 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,STAT 8932
Spr 2023,4.86,4.14,4.5,4.14,3.86,4.0,3.0,7,STAT 3021H
Fall 2020,5.68,5.5,5.74,5.65,5.85,5.75,5.7,20,STAT 4893W
Spr 2021,5.45,5.26,5.63,5.29,5.48,5.55,5.39,31,STAT 4893W
Fall 2021,5.35,5.0,5.35,5.12,5.18,5.12,5.18,18,STAT 4893W
Spr 2022,5.63,4.88,5.38,5.63,5.29,5.13,5.38,8,STAT 4893W
Fall 2022,5.29,5.29,5.14,5.29,5.29,5.29,5.29,7,STAT 4893W
Spr 2023,4.33,3.67,4.67,4.33,5.0,5.33,3.67,3,STAT 4893W
Fall 2020,5.62,5.76,5.44,5.44,5.59,5.69,5.77,39,SUST 3003
Spr 2021,5.46,5.39,5.21,5.04,5.61,5.75,5.5,28,SUST 3003
Fall 2021,5.42,5.39,5.03,5.27,5.61,5.42,5.42,33,SUST 3003
Spr 2022,5.63,5.63,5.13,5.44,5.69,5.44,5.56,16,SUST 3003
Fall 2022,5.63,5.46,5.43,5.13,5.5,5.21,5.5,24,SUST 3003
Spr 2023,5.34,5.31,5.28,5.29,5.61,5.54,5.39,29,SUST 3003
Spr 2021,5.14,5.0,4.92,5.07,5.21,4.93,4.86,14,SUST 3017
Spr 2022,5.64,5.71,5.69,5.64,5.86,5.62,5.64,14,SUST 3017
Spr 2023,5.8,5.6,5.6,5.8,6.0,6.0,5.8,10,SUST 3017
Fall 2020,4.25,4.15,3.28,3.7,4.25,3.2,3.6,20,SUST 4004
Spr 2021,4.17,4.08,4.29,4.25,4.78,3.96,3.96,24,SUST 4004
Fall 2021,3.19,3.31,2.52,3.08,4.35,3.38,2.85,26,SUST 4004
Spr 2022,4.0,4.06,3.28,3.5,5.0,4.06,3.78,18,SUST 4004
Fall 2022,4.0,3.45,4.64,4.18,5.09,4.0,3.55,11,SUST 4004
Spr 2023,4.54,4.69,4.46,4.77,5.54,4.69,4.85,13,SUST 4004
Fall 2020,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4,SUST 4096
Spr 2021,5.43,5.86,5.43,5.14,5.14,5.86,5.57,7,SUST 4096
Fall 2021,5.5,5.5,5.75,5.5,5.5,5.5,5.75,4,SUST 4096
Spr 2022,5.4,5.4,5.25,5.2,5.4,5.2,5.2,5,SUST 4096
Fall 2022,4.67,5.33,5.67,5.33,5.33,5.33,5.67,3,SUST 4096
Spr 2023,5.67,5.67,6.0,5.67,5.67,5.67,5.67,3,SUST 4096
Fall 2020,5.63,5.88,5.86,6.0,6.0,5.75,6.0,8,SW 1501
Spr 2021,6.0,5.92,5.92,5.92,5.92,5.92,5.85,13,SW 1501
Fall 2021,5.86,5.57,5.0,5.86,6.0,5.71,5.71,7,SW 1501
Spr 2022,5.6,6.0,6.0,6.0,6.0,6.0,6.0,5,SW 1501
Fall 2022,5.6,5.6,5.4,5.6,6.0,5.6,5.6,5,SW 1501
Spr 2023,5.5,4.5,4.0,5.0,4.5,6.0,6.0,2,SW 1501
Fall 2020,5.6,5.8,5.6,5.6,5.6,5.4,6.0,5,SW 3501
Spr 2021,6.0,6.0,5.89,6.0,6.0,5.89,6.0,9,SW 3501
Fall 2021,5.57,5.64,5.83,5.5,5.93,5.85,5.79,14,SW 3501
Spr 2022,4.0,5.0,5.0,4.0,5.0,5.0,4.0,1,SW 3501
Fall 2022,5.33,5.67,5.5,5.67,6.0,5.33,5.67,3,SW 3501
Spr 2023,5.67,5.33,6.0,5.33,5.33,5.0,5.33,3,SW 3501
Fall 2020,5.57,5.71,5.0,5.57,5.86,5.43,5.57,7,SW 3701
Spr 2021,5.83,5.67,5.83,5.67,5.83,5.67,6.0,6,SW 3701
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6,SW 3701
Spr 2022,5.67,5.5,5.33,5.67,6.0,6.0,6.0,3,SW 3701
Fall 2022,5.88,5.75,5.5,5.63,5.75,5.88,5.75,8,SW 3701
Spr 2023,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4,SW 3701
Fall 2020,2.83,2.5,1.83,2.17,4.2,1.83,2.0,6,SW 3702
Spr 2021,2.0,1.33,1.33,1.0,4.33,1.33,1.0,3,SW 3702
Fall 2021,5.33,4.67,3.0,4.67,5.0,4.67,4.0,3,SW 3702
Spr 2022,4.0,4.0,1.67,2.33,3.33,1.67,1.33,3,SW 3702
Spr 2023,5.8,5.8,5.8,6.0,5.4,5.8,5.6,5,SW 3702
Fall 2020,6.0,6.0,5.75,5.75,5.5,6.0,6.0,4,SW 3703
Spr 2021,6.0,5.67,5.33,5.33,5.33,5.67,5.67,3,SW 3703
Fall 2021,5.0,4.8,4.8,4.6,4.6,3.8,4.8,5,SW 3703
Spr 2022,5.75,5.5,5.75,5.5,5.5,5.75,5.5,4,SW 3703
Fall 2022,5.6,5.4,5.2,5.6,6.0,5.6,5.6,5,SW 3703
Spr 2021,6.0,6.0,5.75,6.0,6.0,5.75,6.0,4,SW 4501
Spr 2022,4.75,5.0,5.17,4.67,5.42,5.08,5.17,12,SW 4501
Spr 2023,4.8,4.8,5.4,4.6,5.8,5.2,5.5,5,SW 4501
Fall 2020,5.38,5.28,5.28,5.36,5.51,5.53,5.55,61,SW 5051
Fall 2021,5.06,4.81,5.12,4.92,5.55,5.53,5.04,53,SW 5051
Fall 2022,5.07,4.93,5.46,5.07,5.36,5.28,4.87,46,SW 5051
Fall 2020,5.57,5.46,5.21,5.29,4.61,5.43,5.32,79,SW 5101
Fall 2021,5.56,5.25,5.31,5.17,4.45,5.38,5.2,65,SW 5101
Fall 2022,5.62,5.28,5.6,5.49,4.69,5.65,5.44,55,SW 5101
Spr 2021,5.14,4.86,4.71,4.57,5.29,5.29,5.14,7,SW 5314
Spr 2022,5.8,5.6,5.6,5.6,5.8,5.8,5.8,5,SW 5314
Spr 2023,5.0,4.91,5.0,5.0,5.18,5.18,4.73,11,SW 5314
Spr 2021,3.5,3.0,4.17,3.33,5.33,4.83,2.33,6,SW 5519
Spr 2022,5.8,5.6,5.6,5.2,5.6,5.6,5.4,5,SW 5519
Fall 2020,5.6,5.6,5.2,5.8,5.8,5.0,5.6,5,SW 5562
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,SW 5562
Fall 2022,4.6,4.6,4.6,4.6,5.0,4.0,4.6,5,SW 5562
Fall 2020,4.0,4.71,4.14,4.43,5.29,5.43,4.29,7,SW 5903
Sum 2021,5.83,5.67,5.83,5.83,5.83,5.83,6.0,6,SW 5903
Fall 2021,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12,SW 5903
Sum 2022,6.0,5.89,5.78,5.78,5.89,5.89,5.89,9,SW 5903
Fall 2022,4.93,5.21,5.08,5.0,5.21,5.29,5.29,14,SW 5903
Sum 2023,6.0,6.0,6.0,6.0,6.0,5.75,6.0,4,SW 5903
Spr 2021,5.4,4.6,5.4,5.2,5.2,5.4,5.0,5,SW 5905
Spr 2022,4.29,3.71,4.43,3.57,4.86,4.86,3.71,7,SW 5905
Spr 2023,5.63,6.0,5.5,5.63,5.75,5.5,6.0,8,SW 5905
Fall 2020,5.0,4.0,5.5,3.5,4.0,5.0,4.0,2,SW 5912
Spr 2021,5.4,5.4,5.4,5.4,5.6,5.6,5.4,5,SW 5912
Fall 2021,5.83,5.83,5.17,5.33,5.5,5.5,5.83,6,SW 5912
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,SW 5912
Fall 2022,5.56,5.88,5.29,5.38,6.0,5.38,5.75,9,SW 5912
Spr 2023,5.83,5.67,5.67,5.67,5.83,6.0,5.83,6,SW 5912
Sum 2021,5.33,5.5,4.33,5.0,5.4,5.0,5.0,6,SW 5913
Sum 2022,5.33,5.33,5.0,5.0,4.67,5.0,5.0,3,SW 5913
Sum 2023,5.67,6.0,5.67,6.0,6.0,5.0,6.0,3,SW 5913
Fall 2020,5.24,5.37,5.37,5.31,5.64,5.35,5.5,39,SW 8010
Spr 2021,5.34,5.29,5.48,5.31,5.72,5.56,5.44,32,SW 8010
Sum 2021,5.5,5.5,5.5,5.5,6.0,6.0,6.0,2,SW 8010
Fall 2021,5.42,5.32,5.5,5.2,5.5,5.5,5.6,20,SW 8010
Spr 2022,5.35,5.2,5.43,5.35,5.48,5.57,5.45,32,SW 8010
Sum 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1,SW 8010
Fall 2022,4.78,4.52,5.0,4.79,5.25,4.93,4.92,28,SW 8010
Spr 2023,4.44,4.21,4.42,4.54,4.75,4.73,4.55,28,SW 8010
Sum 2023,3.5,3.5,6.0,3.5,5.0,6.0,3.5,2,SW 8010
Fall 2020,4.44,4.44,5.11,4.33,4.89,5.22,5.0,9,SW 8020
Spr 2021,4.36,4.21,4.2,4.07,4.93,4.73,4.5,15,SW 8020
Sum 2021,6.0,5.0,6.0,6.0,6.0,6.0,6.0,1,SW 8020
Fall 2021,4.28,4.19,4.65,4.33,5.24,4.76,4.71,18,SW 8020
Spr 2022,4.59,4.33,4.58,3.91,5.21,5.24,4.36,44,SW 8020
Fall 2022,4.76,4.4,4.6,4.44,4.94,5.11,4.5,20,SW 8020
Spr 2023,3.71,3.45,3.0,2.86,4.89,4.75,3.3,22,SW 8020
Sum 2023,5.0,5.0,5.5,5.5,5.5,5.5,5.0,2,SW 8020
Fall 2020,5.71,5.57,5.57,5.71,5.86,5.5,6.0,7,SW 8030
Spr 2021,5.5,5.71,5.63,5.63,5.88,5.63,5.86,8,SW 8030
Sum 2021,5.0,5.0,5.0,5.0,6.0,5.0,5.0,1,SW 8030
Fall 2021,5.33,5.33,5.17,5.33,5.5,5.5,5.5,6,SW 8030
Spr 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4,SW 8030
Sum 2022,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,SW 8030
Fall 2022,5.0,5.0,5.5,5.0,5.67,4.67,5.11,9,SW 8030
Spr 2023,5.0,5.14,5.4,5.43,5.71,5.57,5.71,7,SW 8030
Sum 2023,4.0,1.0,4.0,3.0,1.0,5.0,1.0,1,SW 8030
Spr 2022,6.0,6.0,6.0,6.0,5.0,6.0,6.0,1,SW 8041
Spr 2021,5.44,5.5,5.63,5.75,5.63,5.75,5.75,16,SW 8101
Spr 2022,5.6,5.5,5.5,5.7,5.7,5.7,5.8,10,SW 8101
Spr 2023,4.8,4.8,5.25,5.0,5.4,5.4,5.4,5,SW 8101
Spr 2021,5.08,4.81,5.0,5.14,5.11,5.08,4.97,37,SW 8103
Spr 2022,4.1,4.19,4.13,4.35,4.94,4.75,3.88,32,SW 8103
Spr 2023,5.18,4.87,5.05,4.87,4.87,4.87,4.79,45,SW 8103
Fall 2020,5.76,5.67,5.4,5.63,5.69,5.2,5.69,49,SW 8151
Fall 2021,5.71,5.65,5.47,5.77,5.65,5.4,5.55,48,SW 8151
Fall 2022,5.63,5.61,5.0,5.61,5.76,5.31,5.6,49,SW 8151
Spr 2021,4.78,4.7,4.64,4.76,4.7,5.14,4.73,37,SW 8152
Spr 2022,4.81,4.81,4.72,4.78,4.73,4.73,4.68,37,SW 8152
Spr 2023,5.0,4.75,4.91,4.82,3.79,4.59,4.61,34,SW 8152
Fall 2020,4.09,3.76,4.43,3.98,4.86,4.09,3.64,45,SW 8153
Fall 2021,5.65,5.63,5.59,5.44,5.44,5.46,5.63,54,SW 8153
Fall 2022,5.57,5.45,5.49,5.4,5.5,5.48,5.54,42,SW 8153
Fall 2020,3.0,3.13,3.67,3.33,4.29,3.87,2.8,15,SW 8251
Fall 2021,5.29,5.57,5.43,5.29,5.57,5.43,5.57,7,SW 8251
Fall 2022,3.82,3.27,4.6,4.36,5.1,4.64,3.45,11,SW 8251
Spr 2021,4.67,4.33,4.0,4.33,5.0,4.0,4.67,3,SW 8261
Spr 2022,5.5,5.5,5.0,5.5,5.5,5.0,5.5,2,SW 8261
Spr 2023,5.5,5.0,4.5,6.0,5.5,5.0,5.5,2,SW 8261
Spr 2021,5.0,5.5,5.0,4.5,5.0,5.5,5.0,2,SW 8262
Spr 2022,6.0,6.0,5.33,5.67,5.67,5.33,5.67,3,SW 8262
Spr 2023,5.6,5.8,5.6,5.8,6.0,6.0,6.0,5,SW 8262
Fall 2020,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2,SW 8263
Fall 2021,5.67,5.67,5.67,6.0,6.0,5.67,6.0,3,SW 8263
Fall 2022,6.0,6.0,5.33,6.0,6.0,6.0,6.0,4,SW 8263
Spr 2021,4.36,4.18,4.18,4.0,4.27,3.09,3.9,11,SW 8301
Spr 2022,4.71,4.57,4.86,5.14,5.57,5.71,5.29,7,SW 8301
Spr 2023,4.14,4.14,4.17,4.43,4.57,4.14,3.67,7,SW 8301
Fall 2020,4.67,4.83,4.5,4.67,5.17,4.33,5.0,6,SW 8303
Spr 2021,5.0,6.0,5.0,5.0,5.0,4.5,5.0,2,SW 8303
Fall 2021,5.4,5.53,5.07,5.33,5.47,5.33,5.73,15,SW 8303
Spr 2022,5.43,5.71,5.0,5.71,5.57,4.71,5.71,7,SW 8303
Fall 2022,5.67,5.83,5.67,5.67,5.83,5.33,5.83,6,SW 8303
Spr 2023,5.2,5.3,5.33,5.4,5.6,5.11,5.33,10,SW 8303
Fall 2020,5.63,5.75,5.75,5.5,5.75,5.5,5.5,8,SW 8304
Spr 2021,4.83,5.0,4.86,5.0,5.29,5.0,5.43,7,SW 8304
Fall 2021,5.73,5.62,5.15,5.62,5.62,5.15,5.77,13,SW 8304
Spr 2022,5.56,5.5,5.38,5.5,5.5,5.13,5.5,16,SW 8304
Fall 2022,5.91,5.73,5.45,5.73,5.64,5.18,5.82,11,SW 8304
Spr 2023,5.63,5.63,5.13,5.25,5.38,4.88,5.25,8,SW 8304
Spr 2021,5.6,5.47,5.4,5.53,5.27,5.2,5.67,15,SW 8316
Sum 2021,5.75,6.0,5.2,5.4,5.6,6.0,6.0,5,SW 8316
Spr 2022,5.58,5.5,5.58,5.5,5.75,5.5,5.58,12,SW 8316
Fall 2020,4.94,4.06,4.5,4.88,5.13,4.81,4.5,16,SW 8351
Spr 2021,5.14,5.0,5.15,5.14,5.07,4.79,4.57,14,SW 8351
Fall 2021,4.95,4.8,5.0,4.85,4.9,4.8,4.5,20,SW 8351
Spr 2022,4.59,4.19,5.06,4.88,5.0,5.29,4.12,17,SW 8351
Fall 2022,5.75,5.38,5.63,5.38,5.38,5.38,5.5,8,SW 8351
Spr 2023,5.75,5.75,5.75,5.75,5.75,5.75,5.75,4,SW 8351
Fall 2020,5.17,5.0,5.33,5.17,5.67,4.83,4.83,6,SW 8352
Spr 2021,5.6,5.8,5.2,5.8,5.6,5.6,6.0,5,SW 8352
Fall 2021,5.0,4.71,5.0,5.29,5.43,4.71,5.17,7,SW 8352
Spr 2022,6.0,5.86,6.0,5.88,5.86,5.63,6.0,8,SW 8352
Fall 2022,5.25,4.5,5.33,4.75,5.25,4.5,4.25,4,SW 8352
Spr 2023,5.29,5.43,4.86,5.43,5.29,5.14,5.57,7,SW 8352
Fall 2020,5.6,5.6,5.8,5.8,5.6,5.8,5.8,5,SW 8361
Fall 2021,5.88,5.88,5.71,6.0,5.63,5.63,6.0,8,SW 8361
Fall 2022,5.5,5.5,5.67,5.5,5.5,5.33,5.67,6,SW 8361
Fall 2020,4.56,4.25,5.11,4.11,3.33,3.89,3.78,9,SW 8451
Spr 2021,5.5,5.34,5.5,5.42,4.82,5.0,5.29,38,SW 8451
Sum 2021,5.4,5.4,5.2,5.4,4.4,4.8,4.8,5,SW 8451
Fall 2021,5.29,5.0,5.22,5.11,4.78,4.78,4.67,9,SW 8451
Spr 2022,5.46,5.38,5.05,5.0,5.17,4.54,5.08,24,SW 8451
Fall 2022,5.8,5.47,5.73,5.53,5.13,5.33,5.47,15,SW 8451
Spr 2023,5.59,5.43,5.43,5.08,4.78,5.0,5.17,37,SW 8451
Sum 2023,5.6,5.8,5.6,5.8,5.8,5.6,5.6,5,SW 8451
Fall 2020,5.0,4.88,4.71,4.88,4.82,4.65,5.13,17,SW 8452
Spr 2021,5.0,5.0,5.0,5.5,5.0,5.0,5.5,2,SW 8452
Fall 2021,5.22,5.1,4.95,5.0,4.63,4.93,5.02,41,SW 8452
Spr 2022,5.0,4.4,5.0,4.6,3.0,3.2,2.75,5,SW 8452
Fall 2022,5.85,5.75,5.26,5.6,5.6,5.65,5.8,20,SW 8452
Spr 2023,5.29,5.29,4.43,5.14,3.71,4.43,5.43,7,SW 8452
Spr 2021,5.33,5.11,5.11,5.22,5.67,5.33,5.22,9,SW 8463
Spr 2022,5.6,5.5,5.45,5.45,5.42,5.5,5.4,20,SW 8463
Spr 2023,4.95,4.95,5.29,4.86,5.33,5.38,4.86,21,SW 8463
Spr 2021,5.67,6.0,6.0,5.83,5.83,5.17,6.0,6,SW 8551
Spr 2022,5.83,5.83,5.92,5.92,5.92,5.83,5.92,12,SW 8551
Spr 2023,5.7,5.6,5.7,5.5,5.7,5.6,5.4,10,SW 8551
Fall 2020,3.33,2.67,4.11,3.33,4.22,3.33,2.22,9,SW 8552
Fall 2021,5.0,5.5,6.0,5.5,5.5,5.5,5.5,2,SW 8552
Fall 2022,4.71,4.57,5.14,4.71,5.0,4.57,4.57,7,SW 8552
